x,y,z
-2.94,-1.86,0.021225155629
-2.94,-1.8,0.02276189613
-2.94,-1.74,0.024354020172
-2.94,-1.68,0.025997857324
-2.94,-1.62,0.027689117929
-2.94,-1.56,0.02942289191
-2.94,-1.5,0.031193654816
-2.94,-1.44,0.032995281512
-2.94,-1.38,0.034821067778
-2.94,-1.32,0.036663759993
-2.94,-1.26,0.038515592968
-2.94,-1.2,0.040368335813
-2.94,-1.14,0.04221334565
-2.94,-1.08,0.044041628791
-2.94,-1.02,0.045843908887
-2.94,-0.96,0.047610701417
-2.94,-0.9,0.049332393733
-2.94,-0.84,0.05099932978
-2.94,-0.78,0.052601898487
-2.94,-0.72,0.054130624716
-2.94,-0.66,0.055576261594
-2.94,-0.6,0.056929882996
-2.94,-0.54,0.058182974871
-2.94,-0.48,0.059327524135
-2.94,-0.42,0.060356103824
-2.94,-0.36,0.061261953252
-2.94,-0.3,0.062039051955
-2.94,-0.24,0.062682186306
-2.94,-0.18,0.06318700775
-2.94,-0.12,0.063550081774
-2.94,-0.06,0.063768926814
-2.94,0.0,0.063842042506
-2.94,0.06,0.063768926814
-2.94,0.12,0.063550081774
-2.94,0.18,0.06318700775
-2.94,0.24,0.062682186306
-2.94,0.3,0.062039051955
-2.94,0.36,0.061261953252
-2.94,0.42,0.060356103824
-2.94,0.48,0.059327524135
-2.94,0.54,0.058182974871
-2.94,0.6,0.056929882996
-2.94,0.66,0.055576261594
-2.94,0.72,0.054130624716
-2.94,0.78,0.052601898487
-2.94,0.84,0.05099932978
-2.94,0.9,0.049332393733
-2.94,0.96,0.047610701417
-2.94,1.02,0.045843908887
-2.94,1.08,0.044041628791
-2.94,1.14,0.04221334565
-2.94,1.2,0.040368335813
-2.94,1.26,0.038515592968
-2.94,1.32,0.036663759993
-2.94,1.38,0.034821067778
-2.94,1.44,0.032995281512
-2.94,1.5,0.031193654816
-2.94,1.56,0.02942289191
-2.94,1.62,0.027689117929
-2.94,1.68,0.025997857324
-2.94,1.74,0.024354020172
-2.94,1.8,0.02276189613
-2.94,1.86,0.021225155629
-2.94,1.92,0.019746857847
-2.94,1.98,0.018329464902
-2.94,2.04,0.016974861671
-2.94,2.1,0.015684380565
-2.94,2.16,0.014458830596
-2.94,2.22,0.013298530012
-2.94,2.28,0.012203341826
-2.94,2.34,0.011172711521
-2.94,2.4,0.010205706273
-2.94,2.46,0.009301055046
-2.94,2.52,0.008457188972
-2.94,2.58,0.007672281436
-2.94,2.64,0.006944287395
-2.94,2.7,0.006270981469
-2.94,2.76,0.005649994421
-2.94,2.82,0.005078847714
-2.94,2.88,0.004554985862
-2.94,2.94,0.004075806391
-2.94,3.0,0.00363868725
-2.88,-2.94,0.004554985862
-2.88,-2.88,0.005090500924
-2.88,-2.82,0.005675951532
-2.88,-2.76,0.006314246124
-2.88,-2.7,0.007008240625
-2.88,-2.64,0.007760704967
-2.88,-2.58,0.008574286929
-2.88,-2.52,0.009451473524
-2.88,-2.46,0.010394550223
-2.88,-2.4,0.01140555839
-2.88,-2.34,0.012486251341
-2.88,-2.28,0.013638049541
-2.88,-2.22,0.014861995485
-2.88,-2.16,0.016158708883
-2.88,-2.1,0.017528342827
-2.88,-2.04,0.018970541653
-2.88,-1.98,0.020484401237
-2.88,-1.92,0.022068432519
-2.88,-1.86,0.023720529025
-2.88,-1.8,0.025437939172
-2.88,-1.74,0.027217244125
-2.88,-1.68,0.029054341933
-2.88,-1.62,0.030944438617
-2.88,-1.56,0.032882046838
-2.88,-1.5,0.034860992653
-2.88,-1.44,0.036874430815
-2.88,-1.38,0.03891486891
-2.88,-1.32,0.040974200532
-2.88,-1.26,0.043043747564
-2.88,-1.2,0.045114311436
-2.88,-1.14,0.047176233156
-2.88,-1.08,0.049219461675
-2.88,-1.02,0.051233630055
-2.88,-0.96,0.05320813871
-2.88,-0.9,0.055132244863
-2.88,-0.84,0.056995157229
-2.88,-0.78,0.058786134793
-2.88,-0.72,0.060494588456
-2.88,-0.66,0.06211018422
-2.88,-0.6,0.063622946544
-2.88,-0.54,0.065023360407
-2.88,-0.48,0.066302470653
-2.88,-0.42,0.067451977153
-2.88,-0.36,0.06846432439
-2.88,-0.3,0.069332784093
-2.88,-0.24,0.070051529684
-2.88,-0.18,0.070615701365
-2.88,-0.12,0.071021460836
-2.88,-0.06,0.071266034784
-2.88,0.0,0.071347746453
-2.88,0.06,0.071266034784
-2.88,0.12,0.071021460836
-2.88,0.18,0.070615701365
-2.88,0.24,0.070051529684
-2.88,0.3,0.069332784093
-2.88,0.36,0.06846432439
-2.88,0.42,0.067451977153
-2.88,0.48,0.066302470653
-2.88,0.54,0.065023360407
-2.88,0.6,0.063622946544
-2.88,0.66,0.06211018422
-2.88,0.72,0.060494588456
-2.88,0.78,0.058786134793
-2.88,0.84,0.056995157229
-2.88,0.9,0.055132244863
-2.88,0.96,0.05320813871
-2.88,1.02,0.051233630055
-2.88,1.08,0.049219461675
-2.88,1.14,0.047176233156
-2.88,1.2,0.045114311436
-2.88,1.26,0.043043747564
-2.88,1.32,0.040974200532
-2.88,1.38,0.03891486891
-2.88,1.44,0.036874430815
-2.88,1.5,0.034860992653
-2.88,1.56,0.032882046838
-2.88,1.62,0.030944438617
-2.88,1.68,0.029054341933
-2.88,1.74,0.027217244125
-2.88,1.8,0.025437939172
-2.88,1.86,0.023720529025
-2.88,1.92,0.022068432519
-2.88,1.98,0.020484401237
-2.88,2.04,0.018970541653
-2.88,2.1,0.017528342827
-2.88,2.16,0.016158708883
-2.88,2.22,0.014861995485
-2.88,2.28,0.013638049541
-2.88,2.34,0.012486251341
-2.88,2.4,0.01140555839
-2.88,2.46,0.010394550223
-2.88,2.52,0.009451473524
-2.88,2.58,0.008574286929
-2.88,2.64,0.007760704967
-2.88,2.7,0.007008240625
-2.88,2.76,0.006314246124
-2.88,2.82,0.005675951532
-2.88,2.88,0.005090500924
-2.88,2.94,0.004554985862
-2.88,3.0,0.004066476027
-2.82,-2.94,0.005078847714
-2.82,-2.88,0.005675951532
-2.82,-2.82,0.006328733905
-2.82,-2.76,0.007040437767
-2.82,-2.7,0.007814247498
-2.82,-2.64,0.008653251596
-2.82,-2.58,0.009560402357
-2.82,-2.52,0.01053847282
-2.82,-2.46,0.011590011306
-2.82,-2.4,0.012717293952
-2.82,-2.34,0.013922275722
-2.82,-2.28,0.015206540445
-2.82,-2.22,0.016571250512
-2.82,-2.16,0.018017096904
-2.82,-2.1,0.019544250322
-2.82,-2.04,0.021152314196
-2.82,-1.98,0.02284028042
-2.82,-1.92,0.024606488681
-2.82,-1.86,0.026448590241
-2.82,-1.8,0.028363517062
-2.82,-1.74,0.030347457116
-2.82,-1.68,0.03239583669
-2.82,-1.62,0.03450331046
-2.82,-1.56,0.036663759993
-2.82,-1.5,0.038870301295
-2.82,-1.44,0.041115301854
-2.82,-1.38,0.043390407566
-2.82,-1.32,0.045686579721
-2.82,-1.26,0.047994142144
-2.82,-1.2,0.050302838352
-2.82,-1.14,0.052601898487
-2.82,-1.08,0.054880115546
-2.82,-1.02,0.057125930305
-2.82,-0.96,0.059327524135
-2.82,-0.9,0.061472918749
-2.82,-0.84,0.063550081774
-2.82,-0.78,0.065547036888
-2.82,-0.72,0.067451977153
-2.82,-0.66,0.069253380078
-2.82,-0.6,0.070940122849
-2.82,-0.54,0.072501596136
-2.82,-0.48,0.073927814865
-2.82,-0.42,0.075209524323
-2.82,-0.36,0.076338300044
-2.82,-0.3,0.077306639949
-2.82,-0.24,0.078108047355
-2.82,-0.18,0.078737103545
-2.82,-0.12,0.079189528782
-2.82,-0.06,0.079462230801
-2.82,0.0,0.079553340002
-2.82,0.06,0.079462230801
-2.82,0.12,0.079189528782
-2.82,0.18,0.078737103545
-2.82,0.24,0.078108047355
-2.82,0.3,0.077306639949
-2.82,0.36,0.076338300044
-2.82,0.42,0.075209524323
-2.82,0.48,0.073927814865
-2.82,0.54,0.072501596136
-2.82,0.6,0.070940122849
-2.82,0.66,0.069253380078
-2.82,0.72,0.067451977153
-2.82,0.78,0.065547036888
-2.82,0.84,0.063550081774
-2.82,0.9,0.061472918749
-2.82,0.96,0.059327524135
-2.82,1.02,0.057125930305
-2.82,1.08,0.054880115546
-2.82,1.14,0.052601898487
-2.82,1.2,0.050302838352
-2.82,1.26,0.047994142144
-2.82,1.32,0.045686579721
-2.82,1.38,0.043390407566
-2.82,1.44,0.041115301854
-2.82,1.5,0.038870301295
-2.82,1.56,0.036663759993
-2.82,1.62,0.03450331046
-2.82,1.68,0.03239583669
-2.82,1.74,0.030347457116
-2.82,1.8,0.028363517062
-2.82,1.86,0.026448590241
-2.82,1.92,0.024606488681
-2.82,1.98,0.02284028042
-2.82,2.04,0.021152314196
-2.82,2.1,0.019544250322
-2.82,2.16,0.018017096904
-2.82,2.22,0.016571250512
-2.82,2.28,0.015206540445
-2.82,2.34,0.013922275722
-2.82,2.4,0.012717293952
-2.82,2.46,0.011590011306
-2.82,2.52,0.01053847282
-2.82,2.58,0.009560402357
-2.82,2.64,0.008653251596
-2.82,2.7,0.007814247498
-2.82,2.76,0.007040437767
-2.82,2.82,0.006328733905
-2.82,2.88,0.005675951532
-2.82,2.94,0.005078847714
-2.82,3.0,0.004534155121
-2.76,-2.94,0.005649994421
-2.76,-2.88,0.006314246124
-2.76,-2.82,0.007040437767
-2.76,-2.76,0.007832176972
-2.76,-2.7,0.008693006221
-2.76,-2.64,0.009626361332
-2.76,-2.58,0.010635526604
-2.76,-2.52,0.011723586923
-2.76,-2.46,0.012893377182
-2.76,-2.4,0.014147429482
-2.76,-2.34,0.015487918637
-2.76,-2.28,0.016916606585
-2.76,-2.22,0.018434786436
-2.76,-2.16,0.020043226876
-2.76,-2.1,0.021742117801
-2.76,-2.04,0.023531018045
-2.76,-1.98,0.025408806136
-2.76,-1.92,0.027373635046
-2.76,-1.86,0.02942289191
-2.76,-1.8,0.03155316367
-2.76,-1.74,0.033760209611
-2.76,-1.68,0.036038941682
-2.76,-1.62,0.038383413443
-2.76,-1.56,0.040786818408
-2.76,-1.5,0.043241498435
-2.76,-1.44,0.045738962693
-2.76,-1.38,0.048269917606
-2.76,-1.32,0.050824308012
-2.76,-1.26,0.053391369587
-2.76,-1.2,0.05595969245
-2.76,-1.14,0.058517295605
-2.76,-1.08,0.061051711755
-2.76,-1.02,0.063550081774
-2.76,-0.96,0.065999257957
-2.76,-0.9,0.068385914987
-2.76,-0.84,0.070696667379
-2.76,-0.78,0.072918192002
-2.76,-0.72,0.075037354158
-2.76,-0.66,0.077041335583
-2.76,-0.6,0.078917762635
-2.76,-0.54,0.080654832903
-2.76,-0.48,0.082241438432
-2.76,-0.42,0.083667283761
-2.76,-0.36,0.084922997041
-2.76,-0.3,0.086000232542
-2.76,-0.24,0.086891762989
-2.76,-0.18,0.087591560298
-2.76,-0.12,0.088094863452
-2.76,-0.06,0.088398232438
-2.76,0.0,0.088499587412
-2.76,0.06,0.088398232438
-2.76,0.12,0.088094863452
-2.76,0.18,0.087591560298
-2.76,0.24,0.086891762989
-2.76,0.3,0.086000232542
-2.76,0.36,0.084922997041
-2.76,0.42,0.083667283761
-2.76,0.48,0.082241438432
-2.76,0.54,0.080654832903
-2.76,0.6,0.078917762635
-2.76,0.66,0.077041335583
-2.76,0.72,0.075037354158
-2.76,0.78,0.072918192002
-2.76,0.84,0.070696667379
-2.76,0.9,0.068385914987
-2.76,0.96,0.065999257957
-2.76,1.02,0.063550081774
-2.76,1.08,0.061051711755
-2.76,1.14,0.058517295605
-2.76,1.2,0.05595969245
-2.76,1.26,0.053391369587
-2.76,1.32,0.050824308012
-2.76,1.38,0.048269917606
-2.76,1.44,0.045738962693
-2.76,1.5,0.043241498435
-2.76,1.56,0.040786818408
-2.76,1.62,0.038383413443
-2.76,1.68,0.036038941682
-2.76,1.74,0.033760209611
-2.76,1.8,0.03155316367
-2.76,1.86,0.02942289191
-2.76,1.92,0.027373635046
-2.76,1.98,0.025408806136
-2.76,2.04,0.023531018045
-2.76,2.1,0.021742117801
-2.76,2.16,0.020043226876
-2.76,2.22,0.018434786436
-2.76,2.28,0.016916606585
-2.76,2.34,0.015487918637
-2.76,2.4,0.014147429482
-2.76,2.46,0.012893377182
-2.76,2.52,0.011723586923
-2.76,2.58,0.010635526604
-2.76,2.64,0.009626361332
-2.76,2.7,0.008693006221
-2.76,2.76,0.007832176972
-2.76,2.82,0.007040437767
-2.76,2.88,0.006314246124
-2.76,2.94,0.005649994421
-2.76,3.0,0.005044047899
-2.7,-2.94,0.006270981469
-2.7,-2.88,0.007008240625
-2.7,-2.82,0.007814247498
-2.7,-2.76,0.008693006221
-2.7,-2.7,0.009648448627
-2.7,-2.64,0.010684388164
-2.7,-2.58,0.011804470106
-2.7,-2.52,0.013012118395
-2.7,-2.46,0.014310479506
-2.7,-2.4,0.015702363843
-2.7,-2.34,0.017190185249
-2.7,-2.28,0.01877589932
-2.7,-2.22,0.020460941286
-2.7,-2.16,0.022246164322
-2.7,-2.1,0.024131779194
-2.7,-2.04,0.026117296249
-2.7,-1.98,0.028201470752
-2.7,-1.92,0.030382252673
-2.7,-1.86,0.032656741966
-2.7,-1.8,0.035021150447
-2.7,-1.74,0.037470771309
-2.7,-1.68,0.039999957273
-2.7,-1.62,0.042602108332
-2.7,-1.56,0.045269669903
-2.7,-1.5,0.047994142144
-2.7,-1.44,0.050766101001
-2.7,-1.38,0.05357523145
-2.7,-1.32,0.056410373168
-2.7,-1.26,0.059259578737
-2.7,-1.2,0.06211018422
-2.7,-1.14,0.0649488918
-2.7,-1.08,0.067761863908
-2.7,-1.02,0.070534828078
-2.7,-0.96,0.07325319155
-2.7,-0.9,0.075902164433
-2.7,-0.84,0.07846689005
-2.7,-0.78,0.080932580935
-2.7,-0.72,0.083284658763
-2.7,-0.66,0.085508896425
-2.7,-0.6,0.087591560298
-2.7,-0.54,0.08951955078
-2.7,-0.48,0.091280539044
-2.7,-0.42,0.092863098064
-2.7,-0.36,0.094256825938
-2.7,-0.3,0.095452459661
-2.7,-0.24,0.096441977614
-2.7,-0.18,0.097218689169
-2.7,-0.12,0.09777731003
-2.7,-0.06,0.098114022096
-2.7,0.0,0.098226516926
-2.7,0.06,0.098114022096
-2.7,0.12,0.09777731003
-2.7,0.18,0.097218689169
-2.7,0.24,0.096441977614
-2.7,0.3,0.095452459661
-2.7,0.36,0.094256825938
-2.7,0.42,0.092863098064
-2.7,0.48,0.091280539044
-2.7,0.54,0.08951955078
-2.7,0.6,0.087591560298
-2.7,0.66,0.085508896425
-2.7,0.72,0.083284658763
-2.7,0.78,0.080932580935
-2.7,0.84,0.07846689005
-2.7,0.9,0.075902164433
-2.7,0.96,0.07325319155
-2.7,1.02,0.070534828078
-2.7,1.08,0.067761863908
-2.7,1.14,0.0649488918
-2.7,1.2,0.06211018422
-2.7,1.26,0.059259578737
-2.7,1.32,0.056410373168
-2.7,1.38,0.05357523145
-2.7,1.44,0.050766101001
-2.7,1.5,0.047994142144
-2.7,1.56,0.045269669903
-2.7,1.62,0.042602108332
-2.7,1.68,0.039999957273
-2.7,1.74,0.037470771309
-2.7,1.8,0.035021150447
-2.7,1.86,0.032656741966
-2.7,1.92,0.030382252673
-2.7,1.98,0.028201470752
-2.7,2.04,0.026117296249
-2.7,2.1,0.024131779194
-2.7,2.16,0.022246164322
-2.7,2.22,0.020460941286
-2.7,2.28,0.01877589932
-2.7,2.34,0.017190185249
-2.7,2.4,0.015702363843
-2.7,2.46,0.014310479506
-2.7,2.52,0.013012118395
-2.7,2.58,0.011804470106
-2.7,2.64,0.010684388164
-2.7,2.7,0.009648448627
-2.7,2.76,0.008693006221
-2.7,2.82,0.007814247498
-2.7,2.88,0.007008240625
-2.7,2.94,0.006270981469
-2.7,3.0,0.005598435776
-2.64,-2.94,0.006944287395
-2.64,-2.88,0.007760704967
-2.64,-2.82,0.008653251596
-2.64,-2.76,0.009626361332
-2.64,-2.7,0.010684388164
-2.64,-2.64,0.011831554984
-2.64,-2.58,0.013071898453
-2.64,-2.52,0.014409210138
-2.64,-2.46,0.015846974344
-2.64,-2.4,0.017388303227
-2.64,-2.34,0.019035869798
-2.64,-2.28,0.020791839623
-2.64,-2.22,0.022657802031
-2.64,-2.16,0.024634701802
-2.64,-2.1,0.02672277233
-2.64,-2.04,0.028921471389
-2.64,-1.98,0.0312294206
-2.64,-1.92,0.033644349822
-2.64,-1.86,0.036163047638
-2.64,-1.8,0.038781319131
-2.64,-1.74,0.041493952131
-2.64,-1.68,0.044294693019
-2.64,-1.62,0.047176233156
-2.64,-1.56,0.050130206834
-2.64,-1.5,0.053147201595
-2.64,-1.44,0.05621678154
-2.64,-1.38,0.059327524135
-2.64,-1.32,0.062467070791
-2.64,-1.26,0.065622191311
-2.64,-1.2,0.068778862053
-2.64,-1.14,0.071922357432
-2.64,-1.08,0.075037354158
-2.64,-1.02,0.078108047355
-2.64,-0.96,0.081118277458
-2.64,-0.9,0.084051666608
-2.64,-0.84,0.086891762989
-2.64,-0.78,0.089622191426
-2.64,-0.72,0.092226808343
-2.64,-0.66,0.094689859084
-2.64,-0.6,0.096996135471
-2.64,-0.54,0.099131131415
-2.64,-0.48,0.101081194362
-2.64,-0.42,0.102833670384
-2.64,-0.36,0.104377040741
-2.64,-0.3,0.105701047873
-2.64,-0.24,0.106796808892
-2.64,-0.18,0.107656914809
-2.64,-0.12,0.108275513958
-2.64,-0.06,0.108648378296
-2.64,0.0,0.108772951528
-2.64,0.06,0.108648378296
-2.64,0.12,0.108275513958
-2.64,0.18,0.107656914809
-2.64,0.24,0.106796808892
-2.64,0.3,0.105701047873
-2.64,0.36,0.104377040741
-2.64,0.42,0.102833670384
-2.64,0.48,0.101081194362
-2.64,0.54,0.099131131415
-2.64,0.6,0.096996135471
-2.64,0.66,0.094689859084
-2.64,0.72,0.092226808343
-2.64,0.78,0.089622191426
-2.64,0.84,0.086891762989
-2.64,0.9,0.084051666608
-2.64,0.96,0.081118277458
-2.64,1.02,0.078108047355
-2.64,1.08,0.075037354158
-2.64,1.14,0.071922357432
-2.64,1.2,0.068778862053
-2.64,1.26,0.065622191311
-2.64,1.32,0.062467070791
-2.64,1.38,0.059327524135
-2.64,1.44,0.05621678154
-2.64,1.5,0.053147201595
-2.64,1.56,0.050130206834
-2.64,1.62,0.047176233156
-2.64,1.68,0.044294693019
-2.64,1.74,0.041493952131
-2.64,1.8,0.038781319131
-2.64,1.86,0.036163047638
-2.64,1.92,0.033644349822
-2.64,1.98,0.0312294206
-2.64,2.04,0.028921471389
-2.64,2.1,0.02672277233
-2.64,2.16,0.024634701802
-2.64,2.22,0.022657802031
-2.64,2.28,0.020791839623
-2.64,2.34,0.019035869798
-2.64,2.4,0.017388303227
-2.64,2.46,0.015846974344
-2.64,2.52,0.014409210138
-2.64,2.58,0.013071898453
-2.64,2.64,0.011831554984
-2.64,2.7,0.010684388164
-2.64,2.76,0.009626361332
-2.64,2.82,0.008653251596
-2.64,2.88,0.007760704967
-2.64,2.94,0.006944287395
-2.64,3.0,0.006199531475
-2.58,-2.94,0.007672281436
-2.58,-2.88,0.008574286929
-2.58,-2.82,0.009560402357
-2.58,-2.76,0.010635526604
-2.58,-2.7,0.011804470106
-2.58,-2.64,0.013071898453
-2.58,-2.58,0.014442271486
-2.58,-2.52,0.015919778251
-2.58,-2.46,0.01750826833
-2.58,-2.4,0.019211180133
-2.58,-2.34,0.021031466895
-2.58,-2.28,0.022971521205
-2.58,-2.22,0.025033099008
-2.58,-2.16,0.027217244125
-2.58,-2.1,0.029524214422
-2.58,-2.04,0.031953410826
-2.58,-1.98,0.03450331046
-2.58,-1.92,0.037171405196
-2.58,-1.86,0.039954146951
-2.58,-1.8,0.042846901042
-2.58,-1.74,0.045843908887
-2.58,-1.68,0.048938261281
-2.58,-1.62,0.052121883392
-2.58,-1.56,0.055385532507
-2.58,-1.5,0.058718809427
-2.58,-1.44,0.06211018422
-2.58,-1.38,0.065547036888
-2.58,-1.32,0.069015713248
-2.58,-1.26,0.072501596136
-2.58,-1.2,0.07598919176
-2.58,-1.14,0.079462230801
-2.58,-1.08,0.082903783576
-2.58,-1.02,0.086296388327
-2.58,-0.96,0.089622191426
-2.58,-0.9,0.092863098064
-2.58,-0.84,0.096000931726
-2.58,-0.78,0.099017600567
-2.58,-0.72,0.101895268624
-2.58,-0.66,0.104616529626
-2.58,-0.6,0.107164581069
-2.58,-0.54,0.109523396136
-2.58,-0.48,0.111677891032
-2.58,-0.42,0.113614085271
-2.58,-0.36,0.115319252564
-2.58,-0.3,0.116782060015
-2.58,-0.24,0.11799269351
-2.58,-0.18,0.118942967352
-2.58,-0.12,0.119626416423
-2.58,-0.06,0.120038369439
-2.58,0.0,0.12017600212
-2.58,0.06,0.120038369439
-2.58,0.12,0.119626416423
-2.58,0.18,0.118942967352
-2.58,0.24,0.11799269351
-2.58,0.3,0.116782060015
-2.58,0.36,0.115319252564
-2.58,0.42,0.113614085271
-2.58,0.48,0.111677891032
-2.58,0.54,0.109523396136
-2.58,0.6,0.107164581069
-2.58,0.66,0.104616529626
-2.58,0.72,0.101895268624
-2.58,0.78,0.099017600567
-2.58,0.84,0.096000931726
-2.58,0.9,0.092863098064
-2.58,0.96,0.089622191426
-2.58,1.02,0.086296388327
-2.58,1.08,0.082903783576
-2.58,1.14,0.079462230801
-2.58,1.2,0.07598919176
-2.58,1.26,0.072501596136
-2.58,1.32,0.069015713248
-2.58,1.38,0.065547036888
-2.58,1.44,0.06211018422
-2.58,1.5,0.058718809427
-2.58,1.56,0.055385532507
-2.58,1.62,0.052121883392
-2.58,1.68,0.048938261281
-2.58,1.74,0.045843908887
-2.58,1.8,0.042846901042
-2.58,1.86,0.039954146951
-2.58,1.92,0.037171405196
-2.58,1.98,0.03450331046
-2.58,2.04,0.031953410826
-2.58,2.1,0.029524214422
-2.58,2.16,0.027217244125
-2.58,2.22,0.025033099008
-2.58,2.28,0.022971521205
-2.58,2.34,0.021031466895
-2.58,2.4,0.019211180133
-2.58,2.46,0.01750826833
-2.58,2.52,0.015919778251
-2.58,2.58,0.014442271486
-2.58,2.64,0.013071898453
-2.58,2.7,0.011804470106
-2.58,2.76,0.010635526604
-2.58,2.82,0.009560402357
-2.58,2.88,0.008574286929
-2.58,2.94,0.007672281436
-2.58,3.0,0.006849450136
-2.52,-2.94,0.008457188972
-2.52,-2.88,0.009451473524
-2.52,-2.82,0.01053847282
-2.52,-2.76,0.011723586923
-2.52,-2.7,0.013012118395
-2.52,-2.64,0.014409210138
-2.52,-2.58,0.015919778251
-2.52,-2.52,0.017548440342
-2.52,-2.46,0.019299439818
-2.52,-2.4,0.021176566856
-2.52,-2.34,0.023183076817
-2.52,-2.28,0.025321607064
-2.52,-2.22,0.027594093183
-2.52,-2.16,0.030001685781
-2.52,-2.1,0.032544669106
-2.52,-2.04,0.035222382796
-2.52,-1.98,0.038033148179
-2.52,-1.92,0.040974200532
-2.52,-1.86,0.044041628791
-2.52,-1.8,0.047230324123
-2.52,-1.74,0.050533938818
-2.52,-1.68,0.05394485683
-2.52,-1.62,0.057454177236
-2.52,-1.56,0.061051711755
-2.52,-1.5,0.064725997304
-2.52,-1.44,0.06846432439
-2.52,-1.38,0.072252781933
-2.52,-1.32,0.07607631887
-2.52,-1.26,0.079918822636
-2.52,-1.2,0.08376321436
-2.52,-1.14,0.087591560298
-2.52,-1.08,0.091385198791
-2.52,-1.02,0.095124881664
-2.52,-0.96,0.098790928788
-2.52,-0.9,0.102363394177
-2.52,-0.84,0.105822241777
-2.52,-0.78,0.109147528873
-2.52,-0.72,0.112319594805
-2.52,-0.66,0.115319252564
-2.52,-0.6,0.118127980676
-2.52,-0.54,0.120728112716
-2.52,-0.48,0.123103021747
-2.52,-0.42,0.125237297022
-2.52,-0.36,0.127116910295
-2.52,-0.3,0.128729369267
-2.52,-0.24,0.1300638558
