x,y,z
-1.40878579,-2.88926149,0.03729336
-1.53606214,0.27365079,0.46075697
2.83806333,1.24074303,0.04717553
-0.64141365,1.74244486,0.33374386
2.35227933,-1.83756640,0.05865402
0.78683176,-1.42948279,0.42848133
1.76886782,0.07554555,0.36869913
0.01582256,-1.01639514,0.71970591
0.46142331,2.16306892,0.21074604
-0.04489384,-0.15743908,0.99150478
-1.82854207,1.79747186,0.12335126
1.33471269,0.48371856,0.52648366
-1.31536583,1.63854085,0.24528384
-2.85410420,-1.00396208,0.05427122
0.87283378,1.98849973,0.22287597
-1.93733592,-1.35256611,0.16913968
2.64275151,0.27659285,0.10566609
2.72357146,-1.71595732,0.03694080
2.48918634,-0.14684087,0.13818982
-0.77904780,-1.09094874,0.56437870
-2.90726030,-1.39977942,0.03636685
2.56991138,2.80191011,0.01003963
-0.43089511,-2.03955537,0.25077433
2.79992891,1.72395502,0.03201834
2.78171986,2.90498976,0.00580360
2.11805673,-2.88059110,0.01708996
-1.23330665,1.19416448,0.39137746
-0.68941363,-1.48252917,0.42703007
2.10682003,-2.75707305,0.02165549
-1.09846797,-0.58266253,0.61131209
-1.98304352,2.61130686,0.03263819
0.34080757,-2.92940943,0.06275427
2.61692864,0.52731415,0.10347804
1.17617878,0.00837887,0.64379744
0.42036702,2.24030499,0.19131487
-2.41694104,-2.49598971,0.02143994
0.69004336,1.08915618,0.58909663
2.94032310,1.08065819,0.04399508
-2.15949591,1.01448010,0.16332577
0.10997791,2.65400697,0.10582736
2.26423843,1.93852517,0.05912664
1.44461171,-2.74816364,0.04650076
1.18209445,-0.17350290,0.63484677
1.21490450,-0.61228166,0.55479646
-0.84305309,-1.13911667,0.52767759
-1.23844893,-0.29197965,0.59729377
1.85616693,-0.69483489,0.28639899
1.86068037,-0.40599660,0.31521551
2.20243391,2.87557119,0.01535819
2.47944332,-2.46820215,0.02032294
0.06805439,2.53338522,0.12945784
0.00909777,-0.11857972,0.99550797
1.78977107,0.74245347,0.30267366
0.89978358,1.98109780,0.22157519
1.21180126,-0.83722183,0.50130413
1.77475602,-0.41746855,0.34712357
2.34003205,-0.54288912,0.15932639
-0.97202906,-0.75161386,0.61842907
-0.74650228,2.55317593,0.10515160
-2.43610836,1.97357935,0.04376717
0.46968085,-2.34600006,0.16168480
-2.78434636,-2.35125989,0.01458917
-0.20641189,-0.43278291,0.92943199
0.25586781,-2.40805574,0.15464346
-1.28075249,0.71455857,0.50426196
0.54499956,-2.13785036,0.21238584
-2.81699850,0.13423958,0.07952547
-2.77591087,-2.95668032,0.00532445
1.93560336,-1.10042191,0.20638381
-0.83885615,1.06314434,0.55779366
-2.23763692,-0.09576636,0.20256328
0.13345956,2.86961692,0.07230541
1.61996132,2.24462278,0.08724079
-1.70507384,-0.84557533,0.31568647
0.73734285,-2.72708075,0.07884134
-2.48791521,2.07375780,0.03546772
-2.68990967,2.46740586,0.01439222
0.18812779,1.92376436,0.30443766
0.24381073,-2.23230035,0.20086703
0.82457941,2.98749081,0.04701085
1.35654800,-1.44849467,0.28546990
2.85511248,1.34522948,0.04197071
0.09780209,2.44820926,0.14794602
-1.06226116,-1.58587731,0.31357020
1.77111717,2.44955133,0.05456036
-1.37500649,-1.14311052,0.36140850
-0.36617148,2.85847933,0.07110774
-2.52926171,-1.31243988,0.07542858
-2.84789554,2.72061495,0.00717104
2.77589049,-2.67873209,0.00876644
2.01588072,1.25563207,0.16606252
1.17584524,0.19266680,0.63640833
-0.54628233,-0.13273754,0.90429485
-1.96023408,-1.65903411,0.12255129
-2.06137774,1.23357474,0.15930072
-1.49854261,-1.85514305,0.16360710
0.29535999,0.31705078,0.94198544
1.28757554,-1.48052782,0.29363034
0.96118426,2.73372828,0.06905207
-1.32039662,-2.82821284,0.04500194
2.72919168,-1.80163032,0.03323605
1.42738150,-1.54613636,0.24427466
0.32612432,-0.51559305,0.88827598
0.67032448,-1.60361855,0.38228417
-0.48239963,-0.05190546,0.92780724
-1.51361406,2.23479314,0.09837271
-0.86416393,1.27238053,0.47093475
1.54707666,0.47977188,0.43381960
-2.91363907,-2.46598093,0.00967812
-2.30356416,1.16395265,0.11999277
-2.72398415,-2.00151429,0.02632974
-2.75562719,1.71820432,0.03484649
2.13276350,-1.49965945,0.11489209
1.22194716,-0.49770763,0.57456881
-0.15495703,-0.89717879,0.76808086
-2.41299504,2.15288349,0.03583929
-0.05030475,-2.24073325,0.20209791
-0.15916938,0.39386929,0.94417408
-1.96078878,-2.14763034,0.06774874
-0.39689010,1.22877502,0.58816190
-0.60897159,2.43046877,0.13555777
0.69510059,-0.39235408,0.81644371
0.81056191,-0.07144644,0.80997021
-2.72817594,2.56453702,0.01153189
-0.75232431,0.12594833,0.83092964
0.75515949,-0.07440937,0.83253196
0.01881755,0.46997462,0.93200251
2.13893905,1.13537842,0.15464623
0.95216179,-2.35869975,0.12751907
-2.02239344,1.92666317,0.08345168
-2.57658752,-0.38696984,0.11522573
0.85451567,-2.56590894,0.09747632
-2.84093214,1.71709602,0.02997005
0.51465349,-0.73830017,0.77273679
2.64138145,-2.39779503,0.01740648
0.45284507,0.80267424,0.76310628
-0.67098044,2.28078812,0.16543878
0.85972931,2.32652106,0.14111363
-0.25048266,2.74598085,0.08890752
0.27370074,2.20623276,0.20737908
2.64878885,-2.98715448,0.00625986
-0.68338417,-0.71855300,0.73124669
2.76714338,1.91125548,0.02732158
2.43210385,-0.80248196,0.12395602
-1.82525319,0.60929104,0.30769908
-2.58383219,0.63790168,0.10491308
-2.39533199,-0.80984818,0.13066682
-2.89066905,2.42684356,0.01073232
-2.43334224,0.01937007,0.15184706
1.09804064,-0.21129476,0.67166527
-2.57286811,2.98508247,0.00712982
-1.08614622,-0.03899782,0.68660329
2.06925187,-1.92961049,0.07822748
-2.86036839,0.07841654,0.07380892
1.88681090,1.88410041,0.10402249
-1.30887135,1.66116196,0.24082763
-2.29101103,1.73149059,0.07243721
1.18042299,1.24814270,0.39085650
0.77365708,-1.47469303,0.41364068
2.26483208,2.17250452,0.04349495
1.41042626,2.36066079,0.09007918
1.82088558,-1.83508382,0.11915681
-1.30779256,-2.21726618,0.12132173
-1.93536274,2.85362981,0.02272402
1.50368851,2.20994378,0.10286868
1.84100844,2.35941688,0.05779608
2.94303085,2.31825831,0.01147346
-0.52429394,0.25012094,0.89815559
-0.76789149,0.87841042,0.64836387
1.65847776,0.27217711,0.40693277
-0.95517876,-2.69276190,0.07438733
2.58454395,1.47301851,0.05978913
2.15047651,0.03199220,0.22938223
-0.42603584,0.88625445,0.73506904
1.50522641,0.01583883,0.48613124
1.52725724,-0.04913207,0.47557491
-2.38125679,-1.96926534,0.04786614
2.41531744,-1.32771771,0.08909335
0.03151423,-2.04688385,0.26343471
1.95874480,-1.82600223,0.10201972
-1.07970239,2.83786428,0.05315345
2.37313937,-2.08131933,0.04193904
-0.66478993,-1.38437745,0.47202805
-2.93497409,0.54353795,0.05866078
2.43229186,0.66107146,0.13235845
-2.45227994,-2.07615522,0.03739335
-1.08411817,1.76230455,0.25597026
2.70037180,1.71121721,0.03864980
2.70364288,-1.57609377,0.04426994
0.44062733,-1.26800218,0.56349959
0.79102327,2.62792719,0.09095225
-0.30932687,1.95402868,0.28770011
-1.24073537,1.18678220,0.39127754
-1.02801273,-2.50660067,0.09667997
1.03511074,-0.49041551,0.65861881
1.51424718,0.35581123,0.46293647
1.74947426,-1.87553227,0.12320175
1.73770886,-0.31064051,0.37087327
-2.45276338,0.60615526,0.13108329
-0.03347817,-1.03573992,0.71047183
-2.65464744,1.68566891,0.04295297
0.29717329,2.04269749,0.25761358
-0.35081699,-1.05834318,0.67320120
2.32622510,2.03194293,0.04799238
-0.89450992,-2.37854060,0.12802637
-2.29759790,2.02637459,0.05041906
-2.14204991,-2.08349741,0.05829162
1.56906379,-2.50243708,0.06222590
0.70930838,0.85065243,0.67673222
-2.39326394,-0.16837581,0.16005918
-2.49535916,2.44734360,0.02047457
1.20581479,-0.82086482,0.50798547
-2.56342196,-1.27708642,0.07347546
1.93116036,0.00440944,0.30510332
1.23745336,-0.26432289,0.60069724
-2.51190732,-0.93343172,0.10169524
-2.49097372,1.16244779,0.09024525
2.91983747,1.55737100,0.03063030
-0.75437523,2.11790381,0.20010187
-0.77614712,2.83713963,0.06367632
1.87679740,-1.40006285,0.17461912
2.68349146,1.29656089,0.05917294
2.91600638,-0.63445059,0.05873338
1.52026911,1.06249183,0.33453289
-0.74244249,-0.14410986,0.83354333
-2.49899570,2.96263862,0.00838160
1.66288150,1.37341281,0.22750147
0.35042550,2.71494780,0.09205847
-0.45466794,2.00981730,0.25883307
2.43812631,2.41740607,0.02346287
-2.33281511,1.88651518,0.05697764
-0.04424937,-0.24504522,0.98045664
-2.93187813,-1.48926928,0.03199583
-0.18803615,-0.77807895,0.81549364
-2.66218035,-2.87858260,0.00749500
-2.28709250,0.14395900,0.18794431
-2.29484252,0.03034680,0.18700701
0.89526181,0.15150279,0.76918054
1.47626928,2.84418735,0.03805770
0.50021259,2.46872402,0.13270641
2.77303529,-2.02972333,0.02330515
-0.75077652,-0.78670487,0.68631148
-1.28572748,-0.45626292,0.55296478
2.21159477,-0.83680249,0.16867278
-1.65842497,1.79097578,0.15009603
2.77933524,0.14422602,0.08496881
-2.92707315,0.43259890,0.06161987
2.81927296,2.11808135,0.01910040
-2.74104053,1.83556892,0.03130290
2.34685868,-2.20673086,0.03676418
0.16620665,1.28348750,0.58674917
2.95778878,-0.38738323,0.05886515
-2.55722061,-1.23210658,0.07693684
0.32312571,-2.69988707,0.09503407
2.81581521,-0.07650264,0.08000363
0.13858707,-0.86737992,0.78224025
0.77639183,-1.49092176,0.40680286
1.17449213,1.16803038,0.41754818
-0.27275361,1.61691232,0.42491267
0.76534848,-1.53126289,0.39344466
0.50588587,-2.70331538,0.09002721
2.40694806,2.09251620,0.03924797
-2.72732172,-2.94024155,0.00597916
-1.31422086,2.62267496,0.06461894
2.70246890,0.76571924,0.08115794
2.34158270,-1.06892019,0.12136000
-0.26605948,-1.52113254,0.46811003
0.72079559,-2.94596601,0.05350941
-1.33571290,-1.58717150,0.25416679
-1.87127304,-2.17363019,0.07291051
-0.21780957,0.67299732,0.85276474
-0.87988663,-2.00072647,0.21858062
0.50193667,0.17177903,0.91430796
-2.53359218,0.54069853,0.11808872
2.84636885,-1.21174981,0.04753569
2.91726447,-2.78961031,0.00559424
1.18897028,-2.77647672,0.05481598
0.21657820,-2.84191601,0.07533909
-1.14283430,1.43474800,0.34267371
1.88277012,-1.09194177,0.22137772
1.10838704,1.77780112,0.24731474
-2.02429836,-0.40960306,0.25723391
2.46556311,-0.28201140,0.14081313
1.93522346,0.07729562,0.30300654
2.69879948,1.27818874,0.05851571
1.35431705,-1.35898281,0.30983929
0.68049118,-2.27047590,0.16724324
-0.49054178,0.33634401,0.89350367
2.59637090,-1.03813426,0.08300770
2.19638334,-0.34505212,0.20732723
-2.72868798,0.88168025,0.07298558
-2.84179815,-0.03524555,0.07645846
-0.74121980,0.72167290,0.71129989
1.86331998,0.26520001,0.32382673
2.92365678,1.43877823,0.03405538
-2.09749865,1.23561971,0.15161876
0.56478429,0.20513935,0.89142848
-0.71465486,1.07341813,0.58899594
2.81948639,2.24135761,0.01609102
2.05271354,-0.40637227,0.24812908
2.02997223,-0.52342156,0.24686967
-0.18784104,1.58547373,0.44424660
-0.51108299,0.49532302,0.85108770
-1.35955757,-2.57395932,0.06739053
-2.66174702,2.35267209,0.01800584
2.18833426,-2.81530139,0.01747081
1.87740605,1.49037814,0.16057879
2.99830604,1.55276486,0.02654205
2.97982102,2.71866651,0.00563333
0.33259023,-2.67519355,0.09893957
1.61392449,0.58114116,0.39195054
2.66859438,-0.43295658,0.09763899
2.09788434,-1.01620227,0.17735042
-1.51591139,-2.45808864,0.07031543
-0.29673519,0.37592472,0.92959050
-2.22504351,-0.12575565,0.20578396
2.72430616,-2.37267325,0.01569526
0.63704781,0.67493704,0.76019328
-1.62814317,1.42771872,0.22478103
1.03020411,1.60366981,0.31460278
0.70876944,2.43223913,0.12964468
-0.85102369,-0.54317555,0.72292686
-2.31865445,2.71843661,0.01718769
1.02943917,2.19257643,0.15449902
0.12184621,-1.22099057,0.61923658
1.63391035,-2.04430178,0.11303574
0.12098101,-0.38766362,0.94885859
2.11308900,-0.58860775,0.21619355
0.31144103,0.45431583,0.90794206
0.36562783,0.50031739,0.88494359
2.25992162,1.49992191,0.09615349
-0.57910280,0.05933969,0.89774497
-2.19590863,-2.37106415,0.03599354
-2.82730394,2.14974801,0.01803394
1.53082353,-1.14141250,0.31328710
0.72185731,2.82778476,0.06645789
1.22447861,-2.29283935,0.11640869
-1.72221503,2.74950703,0.03506785
-2.18177115,-2.45392916,0.03232277
-2.91273201,-1.61378317,0.02931908
-0.89647465,-2.72052035,0.07340964
0.53950612,1.23067888,0.56284431
-0.64653573,2.10179242,0.21455265
-0.37515047,-0.39557351,0.90973050
2.42495217,2.57113245,0.01875968
-0.91046720,0.54179443,0.69956245
0.08393693,0.78004281,0.82207502
1.70191808,2.07251521,0.10134394
-0.62074331,-1.21919877,0.55112027
0.73252020,-0.87440567,0.66088487
2.17418225,2.43571152,0.03360412
2.69712374,2.40578098,0.01564121
-2.11755911,2.85889666,0.01779285
2.55952575,2.41102990,0.01953282
-0.04730224,-2.23576778,0.20355188
-1.45053367,1.94234572,0.15402672
-0.24518546,-0.54096913,0.89378671
2.88019545,2.94480814,0.00451253
-0.04429144,-0.16631421,0.99061529
-1.02749034,0.32301650,0.69124312
0.80040513,0.17864949,0.80728075
-1.55912629,-1.06957782,0.32048592
-2.54482003,-2.54986747,0.01606673
-2.22672167,2.37390738,0.03431792
-2.23172497,1.81605488,0.07170630
-2.08858384,-2.16283932,0.05627306
-2.16703696,1.66060963,0.09324005
0.84524847,0.75508000,0.66438203
-1.90871949,-0.54513727,0.28528591
-0.92599630,-1.47587311,0.38049435
2.38073046,2.15837270,0.03736536
-0.15623016,1.20112956,0.62688083
1.00534643,0.28643946,0.70621244
-1.96608077,0.65741120,0.25461857
-1.84626589,-2.45360291,0.04972234
-2.75478830,-0.15648143,0.08861953
-1.98638962,-1.83779824,0.09719251
-1.32845797,-1.74969793,0.21518848
-1.93793709,0.96782377,0.22456275
-2.46778480,2.46753691,0.02072114
-2.27618477,-0.57746034,0.17285318
-0.23532739,-1.75350436,0.36922105
-1.76199769,0.89248162,0.28887027
-0.81438083,2.22712228,0.16696873
0.02050363,1.48991281,0.49325407
1.14236897,2.21254338,0.13895094
-2.76412716,0.21932803,0.08652458
1.79646239,1.51125747,0.17303491
0.76740234,-2.15961264,0.18786555
-2.50944581,-0.91035231,0.10348846
2.24147174,-0.66270501,0.17568796
2.52523440,0.06777448,0.13116970
-2.63353224,2.57445816,0.01333529
-1.33873411,2.24577936,0.11350803
1.83720768,-2.19284705,0.07390169
1.48955814,-1.96326209,0.14469116
-1.89287388,-0.85415670,0.25341446
-1.74390406,-1.25553680,0.22996700
-0.77716738,0.68862572,0.70949632
-0.09286209,2.41665629,0.15540089
0.70952863,2.77374925,0.07359170
-0.78651816,0.92161772,0.62670726
-0.22479170,2.02895521,0.26541571
1.48482563,0.15121320,0.49210736
-2.77990078,-1.75003832,0.03223452
-1.48537833,0.14813047,0.49199477
1.28009752,0.33049561,0.57328831
2.37124103,1.45474539,0.08514310
0.07006465,-1.68070206,0.40628051
0.19268091,-0.79013771,0.81014340
-2.35696793,-0.81583518,0.13804588
-0.31552580,2.75663757,0.08624676
0.19570360,-0.33633024,0.95294525
-1.54517698,1.53056380,0.22186890
-1.38454061,1.50486829,0.26420270
-0.73629502,-1.40673489,0.44822055
-2.87957281,0.43121814,0.06729995
-1.06752501,2.36581736,0.11714314
-1.73131196,-0.14881368,0.38244735
-1.03501589,2.67070504,0.07343241
-2.28142721,-1.71325062,0.07493859
2.34316368,-2.55504537,0.02180399
0.56155472,2.34872324,0.15624441
1.07461391,2.08608719,0.17328964
1.73502743,2.95553926,0.02378455
-0.00934681,1.07636093,0.69155912
-2.47847827,2.62012756,0.01591409
0.22263925,1.96169415,0.28917821
0.52104671,2.06655800,0.23555478
1.47263685,0.41484942,0.47469308
-0.41004272,-0.70581241,0.80889040
-2.23451818,2.60734844,0.02344028
-1.29734457,-0.40729695,0.55512999
-0.82150622,0.23291620,0.79287724
0.87550345,-0.32331416,0.75785734
0.42466983,0.38890988,0.89982941
-0.86341964,-0.17696953,0.78093228
2.91909149,-2.71219465,0.00638479
0.63464892,2.29228912,0.16516730
-1.57663925,-0.33363709,0.43749754
-2.38930516,0.53366189,0.14840446
-2.08284516,-2.16487318,0.05654485
-1.52425363,-2.97967291,0.02827878
-2.03591176,-1.52825944,0.12709613
-1.88059786,1.22751619,0.20081360
-1.28942899,-2.40483282,0.09347259
-1.95975843,2.45332464,0.04335375
2.38059255,-1.70986458,0.06492289
-2.51859753,-1.77243831,0.04884378
0.14706834,-1.91095223,0.31059384
-0.53761904,-2.91610972,0.06088229
2.89427170,1.63083281,0.02980727
-2.32776659,2.25020719,0.03556114
-0.61286641,0.68497622,0.76421399
2.81682260,-1.87080011,0.02626082
2.19304276,-1.28833202,0.12755320
1.90243243,-0.14443982,0.31389911
-1.45258304,2.72607571,0.04797144
-1.97467448,-1.51589177,0.13908759
1.01185932,1.38987542,0.39031513
2.57625593,-0.36331066,0.11594167
0.34057736,-1.21291591,0.60338002
0.42967614,-0.26450438,0.92215989
-1.32012544,-2.57275969,0.06983282
1.61695760,1.79212423,0.15652234
-1.87773751,-1.54018843,0.15298480
-1.05792458,1.35247274,0.39121394
-0.44738137,-2.58990977,0.11093448
0.04566227,2.73059134,0.09310538
-1.54554161,-1.84191009,0.15877693
-2.31097905,2.29645246,0.03409371
0.66372025,1.85683926,0.29004804
-1.26821668,2.80715954,0.04878711
0.48742933,-0.13265603,0.92198355
-2.07382371,1.36438376,0.14064488
-0.11315939,-0.77573606,0.82232122
0.19553660,-1.89379057,0.31544510
-2.68905878,-0.34154440,0.09643922
-0.98037433,-2.00550591,0.20470243
-2.19351194,2.89226774,0.01508165
-2.61975018,-2.42252105,0.01737669
2.93976139,0.53527034,0.05830327
-1.06587693,0.75878313,0.57990131
1.85924668,0.22847726,0.32727666
-1.47215607,0.97311531,0.37110150
1.08901633,-2.30291535,0.12673811
1.56136716,0.33011115,0.44455362
0.57383244,-1.27672457,0.53597513
-0.17054287,2.64105638,0.10757937
-0.52895452,1.57242992,0.41640645
-0.90679040,2.83508689,0.05959275
2.57717487,-2.77466358,0.01041247
1.98371645,-1.28920095,0.16836272
2.79016146,-1.82746448,0.02898204
-2.25421666,-2.93307248,0.01283112
1.38520485,-1.54604562,0.25369740
2.63004274,1.07265590,0.07668619
-1.91260160,-1.61346647,0.13628054
-2.60102240,0.05402067,0.11597318
1.44672390,2.32690869,0.09165571
0.44683868,1.16254752,0.61032943
2.05097266,-0.63222558,0.23080124
-2.16136574,-0.76518637,0.18761582
1.77160387,-0.26558512,0.36005688
-1.79023608,-1.93775135,0.10911190
-2.01806434,0.80400460,0.22266061
-2.01440521,-0.81508309,0.22243522
1.88744832,2.11419210,0.07755633
0.99118332,1.53931596,0.34405457
0.13839255,0.66307898,0.86411542
-0.84701710,-0.81478666,0.64423848
2.26320324,-1.74040901,0.07467726
